,age,job,marital,education,default,balance,ratio_bal_ln,ratio_ln_inc,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
18,58,technician,married,secondary,no,1,1.748853673,-1.156532608,no,no,cellular,2,apr,333,1,64,2,failure,no
19,35,management,single,tertiary,no,4348,0.644615375,0.431754749,yes,no,cellular,2,apr,1074,3,217,8,failure,no
20,32,admin.,married,tertiary,no,233,0.677957238,0.079620445,yes,no,cellular,2,apr,77,2,133,4,failure,no
21,30,management,single,tertiary,no,0,-1.138506339,-1.481342183,yes,no,cellular,2,apr,293,2,314,2,failure,no
22,53,blue-collar,married,primary,no,1409,-0.260514241,0.083708524,yes,no,cellular,2,apr,464,1,287,1,failure,no
23,40,management,married,primary,no,738,0.936778018,0.742725162,yes,yes,cellular,2,apr,399,2,258,3,failure,no
24,57,management,married,tertiary,no,1631,1.251206716,0.283715392,yes,no,cellular,2,apr,254,2,261,3,failure,no
25,37,management,married,tertiary,no,489,-1.197289338,1.099454199,yes,no,cellular,3,apr,246,2,133,6,failure,no
26,38,technician,married,secondary,no,-421,-0.594570173,0.407198684,yes,no,cellular,3,apr,187,1,332,5,failure,no
27,54,retired,married,primary,no,136,1.7244623,0.959839071,yes,no,cellular,3,apr,352,1,332,2,failure,no
28,56,admin.,married,primary,no,0,0.812373306,-0.45032505,yes,no,cellular,3,apr,353,2,227,4,failure,no
29,24,services,single,secondary,no,496,0.592870539,1.550979379,yes,no,cellular,3,apr,297,1,323,2,failure,no
30,35,admin.,married,secondary,no,3187,0.418414471,-0.526740114,yes,no,cellular,3,apr,445,1,135,3,failure,no
31,31,services,single,secondary,no,695,0.490937906,-1.143977693,yes,no,cellular,3,apr,314,1,318,1,failure,no
32,34,blue-collar,single,secondary,yes,-60,0.56030402,-0.069990932,no,no,cellular,3,apr,84,1,332,1,failure,no
33,38,technician,married,secondary,no,275,-0.332364277,0.542531519,yes,no,cellular,3,apr,277,2,333,1,failure,no
34,56,retired,married,secondary,no,3948,2.571826879,0.6142104,no,no,cellular,3,apr,484,1,135,3,failure,no
35,39,management,married,secondary,no,517,0.053481343,-0.776716639,yes,no,cellular,3,apr,240,1,136,5,failure,no
36,56,unemployed,divorced,secondary,no,283,0.395019258,0.065167167,yes,yes,cellular,20,apr,89,3,341,2,failure,no
37,57,technician,married,tertiary,no,3082,1.755482434,0.006022694,yes,yes,cellular,20,apr,267,2,294,3,failure,no
38,46,blue-collar,married,primary,no,292,1.176899862,-1.023646146,yes,no,cellular,20,apr,386,2,234,4,failure,no
39,40,blue-collar,single,secondary,no,169,1.382477745,1.083749527,yes,no,cellular,20,apr,214,1,346,1,failure,no
40,34,management,single,tertiary,no,8038,0.193556358,-1.209145347,yes,no,cellular,20,apr,29,3,152,1,failure,no
41,31,blue-collar,single,primary,no,71,1.401403313,-0.965482891,yes,no,cellular,20,apr,185,3,336,6,failure,no
42,43,admin.,married,secondary,no,101,0.031775111,-0.455880847,yes,no,cellular,20,apr,131,2,349,3,failure,no
43,27,student,single,secondary,no,2784,0.079701613,0.315224715,yes,no,telephone,20,apr,153,1,328,1,failure,no
44,53,admin.,married,secondary,no,225,0.852026986,-1.548232337,yes,no,cellular,20,apr,304,1,340,1,failure,no
45,34,blue-collar,single,secondary,no,550,0.215377989,-0.146010801,yes,no,cellular,20,apr,90,3,346,1,failure,no
46,33,blue-collar,married,secondary,no,2502,0.450109755,-0.003739208,yes,no,cellular,20,apr,285,1,270,1,failure,no
47,51,blue-collar,married,primary,no,14,1.223611939,-0.767868163,yes,yes,cellular,20,apr,233,2,329,1,failure,no
48,50,entrepreneur,married,tertiary,no,221,0.28108552,0.423553218,yes,no,cellular,20,apr,319,2,340,1,failure,no
49,34,blue-collar,married,primary,no,1217,0.470155651,-1.063163701,yes,no,cellular,20,apr,142,2,328,3,failure,no
50,43,services,divorced,secondary,no,266,1.266574728,-0.697993268,yes,yes,cellular,20,apr,79,1,152,1,failure,no
51,35,technician,single,tertiary,no,122,1.651964425,0.626485796,no,no,cellular,20,apr,49,5,328,5,failure,no
52,42,management,married,tertiary,no,72,1.545342453,1.232401794,yes,no,cellular,20,apr,124,2,348,3,failure,no
53,45,technician,married,secondary,no,497,0.637252634,0.078862424,yes,no,cellular,20,apr,72,1,321,2,failure,no
54,31,management,single,tertiary,no,635,0.654153703,-0.127792526,yes,no,cellular,20,apr,37,1,320,2,failure,no
55,35,blue-collar,married,secondary,no,360,0.724827128,-1.014845842,yes,no,telephone,20,apr,24,1,152,3,failure,no
56,35,admin.,married,secondary,no,1345,0.898710065,2.318675143,yes,no,cellular,20,apr,163,1,271,1,failure,no
57,39,blue-collar,married,secondary,no,2299,1.084349,1.068878091,yes,no,cellular,20,apr,450,1,271,1,failure,no
58,48,services,married,primary,no,0,-0.230046112,0.849776147,yes,no,cellular,20,apr,90,2,259,1,failure,no
59,33,blue-collar,single,secondary,no,15341,0.47863631,-1.563151133,no,no,cellular,20,apr,335,1,334,3,failure,no
60,33,admin.,single,secondary,no,285,1.908765211,0.355176247,yes,no,cellular,1,apr,427,1,329,1,other,no
61,37,management,married,secondary,no,1180,-0.664495781,1.649806188,yes,yes,cellular,1,apr,786,1,135,1,other,no
62,32,services,single,tertiary,no,1743,0.255276981,-1.340061825,yes,no,cellular,1,apr,1156,1,261,3,other,no
63,35,technician,married,secondary,no,0,0.537900785,-1.362518547,no,no,cellular,1,apr,295,1,303,1,other,no
64,49,admin.,married,primary,no,686,0.766029331,-1.435335906,yes,yes,cellular,1,apr,286,2,225,4,other,no
65,33,blue-collar,married,secondary,no,3576,1.137880295,0.574774351,yes,no,cellular,2,apr,124,1,308,2,other,no
66,35,self-employed,married,tertiary,no,1250,1.430246279,-0.072046118,yes,no,cellular,2,apr,361,1,136,1,other,no
67,35,blue-collar,married,secondary,no,2643,2.622872919,-0.553001929,yes,no,cellular,2,apr,96,3,330,1,other,no
68,35,management,married,tertiary,no,1473,0.171376724,0.92936888,yes,no,cellular,20,apr,17,6,322,4,other,no
69,46,blue-collar,divorced,secondary,no,168,0.997594776,-0.374481096,yes,no,cellular,20,apr,255,1,336,4,other,no
70,34,management,single,tertiary,no,5452,0.157231036,-1.497285149,no,no,cellular,20,apr,96,1,245,5,other,no
71,30,services,married,secondary,no,4867,0.796538937,0.744098512,yes,yes,telephone,20,apr,8,6,306,3,other,no
72,33,admin.,married,secondary,no,6,0.450110209,1.738962493,yes,no,cellular,20,apr,386,1,349,3,other,no
73,43,admin.,married,secondary,no,1220,2.119617755,-0.9283509,yes,no,cellular,20,apr,349,2,339,1,other,no
74,35,management,single,tertiary,no,1422,2.152204736,0.373357372,yes,yes,cellular,20,apr,28,7,272,3,other,no
75,36,blue-collar,married,secondary,no,-53,-1.005083174,-0.805104179,yes,no,cellular,20,apr,9,5,322,8,other,no
76,30,management,single,tertiary,no,63,0.091631708,-0.397713956,yes,no,cellular,20,apr,260,1,320,1,other,no
77,35,admin.,divorced,tertiary,no,262,-0.145669045,-0.068840101,yes,no,cellular,20,apr,690,2,335,4,other,no
78,31,blue-collar,married,secondary,no,1664,0.19165247,-0.595609509,yes,no,cellular,20,apr,158,1,182,1,success,no
79,38,services,married,secondary,no,5000,1.429769172,0.018114283,no,no,cellular,4,dec,720,5,536,5,failure,no
80,31,admin.,married,secondary,no,389,1.520967446,0.048947988,yes,no,cellular,7,dec,69,1,185,2,failure,no
81,42,management,married,tertiary,no,144,1.001763038,0.066572911,no,no,cellular,7,dec,143,1,283,3,failure,no
82,32,admin.,single,secondary,no,8626,-0.11255858,2.496092782,no,no,cellular,7,dec,200,1,196,2,failure,no
83,57,retired,divorced,primary,no,698,0.640814572,-0.142350489,no,no,telephone,9,dec,135,3,191,2,failure,no
84,22,student,single,tertiary,no,1258,1.074057639,0.174381602,no,no,cellular,10,dec,182,1,156,1,failure,no
85,45,management,married,tertiary,no,1788,1.066582607,-0.91130241,no,no,cellular,10,dec,364,1,191,4,failure,no
86,40,management,single,tertiary,no,3797,1.268506467,-0.019872132,no,no,cellular,14,dec,263,1,195,2,failure,no
87,35,management,married,tertiary,no,3402,0.781896801,0.894256077,no,no,cellular,14,dec,269,1,194,2,failure,no
88,64,housemaid,married,primary,no,67,0.810269879,1.466401678,no,no,telephone,14,dec,86,2,111,1,failure,no
89,43,unemployed,married,secondary,no,775,1.871149389,0.014082058,no,no,cellular,16,dec,325,1,124,2,failure,no
90,46,management,married,tertiary,no,0,0.411016126,-1.731589418,yes,no,cellular,17,dec,155,1,199,2,failure,no
91,47,technician,married,secondary,no,0,-0.293805967,-1.13469529,yes,no,cellular,17,dec,97,1,231,2,failure,no
92,56,retired,married,secondary,no,393,0.27143288,-0.213308777,no,yes,cellular,17,dec,103,1,206,1,failure,no
93,52,technician,married,secondary,no,195,1.072910372,0.113818151,yes,no,cellular,17,dec,110,2,205,3,failure,no
94,31,management,single,tertiary,no,596,0.633284111,0.032038329,no,no,cellular,17,dec,184,6,196,2,failure,no
95,29,services,married,secondary,no,399,1.086637149,-1.154049304,no,no,cellular,18,dec,454,6,199,1,failure,no
96,44,blue-collar,married,secondary,no,1025,1.176211488,-0.316205201,yes,no,cellular,21,dec,116,2,202,1,failure,no
97,40,admin.,single,secondary,no,782,-0.531640195,-1.564836335,yes,no,cellular,21,dec,94,5,202,17,failure,no
98,49,technician,married,secondary,no,905,-0.277751652,-0.321329599,no,no,cellular,21,dec,385,7,131,2,failure,no
99,48,self-employed,married,secondary,no,1559,0.16641866,0.968130432,no,no,cellular,24,dec,520,3,133,3,failure,no
100,59,management,married,tertiary,no,2764,0.672764025,-1.359803897,no,no,cellular,24,dec,237,1,206,2,failure,no
101,49,housemaid,married,secondary,no,3570,-0.03299734,0.867623122,no,no,cellular,24,dec,62,3,202,2,failure,no
102,32,management,single,tertiary,no,623,1.300361919,1.381896537,no,no,telephone,24,dec,273,1,203,1,failure,no
103,47,technician,married,secondary,no,3519,-0.069368975,-1.493513406,no,yes,cellular,28,dec,193,1,220,1,failure,no
104,35,technician,single,tertiary,no,7546,0.822178003,0.45228874,yes,no,cellular,28,dec,137,1,122,3,failure,no
105,36,technician,married,tertiary,no,629,1.589273529,-1.47194588,yes,yes,cellular,29,dec,109,1,246,1,failure,no
106,30,management,single,tertiary,no,2907,0.347033553,-0.428052437,yes,no,cellular,30,dec,146,2,218,1,failure,no
107,40,admin.,married,secondary,no,3126,1.477818553,1.435994422,yes,no,cellular,30,dec,110,3,232,2,failure,no
108,33,management,married,tertiary,no,1071,0.832867626,-0.530979225,no,no,cellular,2,feb,84,2,174,4,failure,no
109,36,technician,single,secondary,no,265,0.655425515,0.565872089,yes,yes,cellular,2,feb,88,1,273,1,failure,no
110,53,services,married,secondary,no,660,-0.082542292,-0.804928802,no,no,cellular,2,feb,210,1,272,2,failure,no
111,44,blue-collar,married,secondary,no,294,1.211963123,-1.094450857,yes,no,cellular,2,feb,246,1,259,2,failure,no
112,31,management,single,tertiary,no,1130,0.937323238,-0.881545248,yes,no,cellular,2,feb,181,1,264,3,failure,no
113,46,technician,married,secondary,no,363,1.108829988,1.024269899,yes,no,cellular,2,feb,346,1,180,3,failure,no
114,47,technician,married,secondary,no,349,0.7661989,-0.088631967,yes,yes,cellular,2,feb,112,1,273,1,failure,no
115,37,blue-collar,married,primary,no,89,0.912706382,1.895258817,yes,no,cellular,2,feb,393,1,245,4,failure,no
116,32,admin.,single,secondary,no,1,0.470422021,1.701300648,no,no,cellular,2,feb,75,1,208,1,failure,no
117,46,services,divorced,secondary,no,-179,1.077592342,0.81528557,no,no,cellular,2,feb,151,1,214,2,failure,no
118,47,technician,divorced,secondary,no,129,1.047777779,1.158478378,no,no,cellular,2,feb,110,2,222,2,failure,no
119,38,blue-collar,married,secondary,no,757,0.413203098,-0.733254246,yes,no,cellular,2,feb,133,1,272,1,failure,no
120,56,services,divorced,secondary,no,218,1.576839338,1.12298134,yes,no,cellular,2,feb,113,2,249,2,failure,no
121,37,blue-collar,married,secondary,no,520,0.226680436,-1.421414906,yes,no,cellular,2,feb,54,1,255,2,failure,no
122,55,housemaid,married,secondary,no,5,1.390662628,-0.558644666,no,no,cellular,2,feb,269,1,206,2,failure,no
123,45,admin.,married,secondary,no,1097,0.705786932,-0.018669846,yes,yes,cellular,2,feb,174,1,208,1,failure,no
124,39,blue-collar,married,,no,0,0.193042702,-0.140198682,no,no,cellular,2,feb,731,1,193,3,failure,no
125,52,technician,married,secondary,no,279,1.134626498,-0.516556149,no,yes,cellular,2,feb,72,1,203,3,failure,no
126,36,blue-collar,single,primary,no,367,-0.530917295,2.153768763,no,no,cellular,2,feb,217,1,221,1,failure,no
127,39,services,single,tertiary,no,1222,-0.091294633,-1.136577783,yes,no,cellular,2,feb,251,1,242,2,failure,no
128,53,self-employed,married,tertiary,no,451,1.445325076,0.200580602,yes,no,cellular,2,feb,125,1,249,2,failure,no
129,26,technician,single,secondary,no,3244,-1.321338798,-1.805361048,no,no,cellular,2,feb,141,1,5,1,failure,no
130,51,technician,married,secondary,no,1490,0.428532497,0.155675762,yes,no,cellular,2,feb,177,1,199,2,failure,no
131,47,admin.,divorced,secondary,no,207,-0.158043057,-2.101371112,yes,no,cellular,2,feb,244,1,271,4,failure,no
132,49,blue-collar,single,secondary,no,-367,0.252232717,-1.402361424,yes,no,cellular,2,feb,98,1,207,1,failure,no
133,37,admin.,divorced,secondary,no,506,0.384972883,1.23311673,yes,no,cellular,2,feb,446,2,273,1,failure,no
134,40,blue-collar,married,secondary,no,123,0.463150631,-0.729016469,yes,no,cellular,2,feb,247,1,241,3,failure,no
135,45,self-employed,married,tertiary,no,430,0.777160391,-0.772719516,yes,no,cellular,2,feb,221,1,206,2,failure,no
136,48,blue-collar,married,secondary,no,578,0.871489615,0.379647202,yes,no,cellular,2,feb,70,1,250,1,failure,no
137,45,housemaid,divorced,primary,no,221,0.15454046,0.322138697,no,no,cellular,2,feb,93,1,235,1,failure,no
138,58,blue-collar,divorced,secondary,no,1103,0.552479623,1.002530102,yes,no,cellular,2,feb,226,1,202,4,failure,no
139,60,technician,married,secondary,no,358,0.826870488,-0.331185608,no,no,cellular,2,feb,95,1,216,2,failure,no
140,40,unemployed,single,tertiary,no,97,1.797527991,-1.50647774,yes,yes,cellular,2,feb,73,1,252,1,failure,no
141,36,technician,divorced,secondary,no,-94,0.15079787,-1.436421695,yes,no,cellular,2,feb,185,1,252,2,failure,no
142,54,services,married,secondary,no,514,1.368347475,0.24397767,yes,no,cellular,2,feb,109,1,186,3,failure,no
143,40,unemployed,divorced,secondary,no,507,-0.291985792,-0.617875043,yes,no,cellular,2,feb,134,1,266,7,failure,no
144,39,technician,single,secondary,no,614,0.508397069,-0.032482054,yes,no,cellular,2,feb,166,1,258,1,failure,no
145,31,technician,single,secondary,no,44,1.137383725,0.574437591,no,no,cellular,2,feb,200,5,175,2,failure,no
146,32,services,married,secondary,no,289,-1.133790986,-1.061187584,yes,no,cellular,2,feb,63,1,257,2,failure,no
147,47,entrepreneur,married,secondary,no,583,1.085339148,0.354368255,yes,no,cellular,2,feb,495,1,258,2,failure,no
148,34,blue-collar,married,secondary,no,-271,-0.322396992,0.174439704,yes,yes,cellular,2,feb,90,1,252,2,failure,no
149,38,services,married,secondary,no,304,0.991240618,1.106475299,no,yes,cellular,2,feb,238,1,214,1,failure,no
150,38,technician,married,tertiary,no,447,0.889872024,0.133292594,yes,no,cellular,2,feb,224,1,269,1,failure,no
151,40,retired,married,primary,no,407,1.610472718,-0.006946274,yes,no,cellular,2,feb,200,1,271,1,failure,no
152,56,technician,married,secondary,no,778,-0.547319605,1.256079552,no,no,cellular,2,feb,315,2,208,1,failure,no
153,36,unemployed,married,secondary,no,533,-0.596679983,1.582417934,yes,no,cellular,2,feb,619,1,272,1,failure,no
154,56,blue-collar,married,secondary,no,659,-0.295424947,-0.227059621,yes,no,cellular,2,feb,148,1,188,3,failure,no
155,37,services,single,secondary,no,174,0.270106811,0.137150221,yes,no,cellular,2,feb,134,1,271,2,failure,no
156,53,management,married,secondary,no,478,-0.626614342,-1.43994272,yes,no,cellular,2,feb,66,1,264,2,failure,no
157,45,services,married,secondary,no,-75,0.134024295,-1.233646643,yes,no,cellular,2,feb,134,1,252,1,failure,no
158,48,services,married,secondary,no,51,-0.641815537,0.333186549,yes,yes,cellular,2,feb,90,1,262,1,failure,no
159,47,admin.,single,secondary,no,15,-0.062560617,-0.18211169,no,no,cellular,2,feb,71,1,266,4,failure,no
160,53,management,married,primary,no,798,-0.17032355,-0.7555151,yes,no,telephone,2,feb,45,1,217,2,failure,no
161,54,self-employed,married,secondary,no,534,-0.391001618,0.736498806,yes,no,cellular,2,feb,165,1,188,4,failure,no
162,38,services,single,secondary,no,-196,0.783924545,-0.377468235,yes,no,cellular,2,feb,60,1,271,1,failure,no
163,54,technician,married,secondary,no,719,0.239808377,-0.439478516,yes,no,cellular,2,feb,242,1,264,1,failure,no
164,31,services,married,secondary,no,442,-0.196862492,0.737128288,yes,no,cellular,2,feb,69,1,270,2,failure,no
165,42,management,single,tertiary,no,336,1.797140499,-0.027653845,yes,no,cellular,2,feb,142,6,195,3,failure,no
166,38,services,married,secondary,no,8876,0.965879323,0.720855349,no,no,cellular,2,feb,280,1,75,1,failure,no
167,31,admin.,single,tertiary,no,5,0.346812292,-0.050075253,no,yes,cellular,2,feb,75,1,206,1,failure,no
168,26,management,single,tertiary,no,0,-0.226786835,-0.015905225,no,yes,cellular,2,feb,145,1,199,1,failure,no
169,37,management,married,secondary,no,10,-0.093284646,-0.727256302,no,yes,cellular,2,feb,164,1,250,2,failure,no
170,38,self-employed,married,secondary,no,290,0.742870116,-0.788152186,yes,no,cellular,2,feb,123,1,258,1,failure,no
171,55,management,married,primary,no,621,0.753515538,-0.295262487,no,yes,cellular,2,feb,114,1,208,1,failure,no
172,33,management,single,tertiary,no,474,-0.096463931,2.074868447,yes,no,cellular,2,feb,62,1,179,3,failure,no
173,40,technician,married,secondary,no,504,0.996512931,0.45846274,yes,no,cellular,2,feb,96,1,266,1,failure,no
174,34,admin.,married,secondary,no,50,1.198750323,-0.442909076,yes,no,cellular,2,feb,173,1,258,2,failure,no
175,39,management,single,tertiary,no,-145,1.266075808,0.06289792,yes,no,cellular,2,feb,268,2,196,2,failure,no
176,45,management,married,tertiary,no,474,1.344587051,0.803347869,yes,yes,cellular,2,feb,190,4,264,4,failure,no
177,60,retired,married,primary,no,174,0.982984984,-1.580876253,yes,yes,cellular,2,feb,157,2,252,1,failure,no
178,57,admin.,married,secondary,no,11,0.207799855,0.353087797,no,no,cellular,2,feb,261,1,265,3,failure,no
179,49,admin.,married,secondary,no,359,0.438177159,0.246367472,yes,no,cellular,2,feb,231,2,271,1,failure,no
180,37,management,married,tertiary,no,59,1.175375181,0.702861838,yes,yes,telephone,2,feb,319,1,213,1,failure,no
181,48,admin.,single,secondary,no,303,0.782372174,-1.251602113,yes,yes,cellular,2,feb,142,1,189,4,failure,no
182,49,self-employed,married,tertiary,no,147,1.907759337,-0.526011446,no,yes,cellular,2,feb,559,1,189,4,failure,no
183,35,services,married,secondary,no,630,0.240882886,0.815502212,yes,no,cellular,2,feb,134,1,271,2,failure,no
184,43,blue-collar,married,secondary,no,1109,0.219838089,-0.323106348,yes,no,cellular,2,feb,115,3,264,2,failure,no
185,48,blue-collar,divorced,secondary,yes,-535,0.002274257,0.997458021,yes,no,cellular,2,feb,115,2,187,2,failure,no
186,43,blue-collar,married,secondary,no,597,0.200019451,-1.125862722,yes,no,cellular,2,feb,87,1,263,1,failure,no
187,38,technician,single,secondary,no,103,1.079615816,0.483994795,yes,no,cellular,2,feb,159,1,187,3,failure,no
188,31,management,single,secondary,no,783,0.231422826,0.144666098,yes,no,cellular,2,feb,221,2,272,1,failure,no
189,32,management,single,secondary,no,453,0.198424528,-0.37188793,yes,no,cellular,2,feb,544,1,269,2,failure,no
190,37,technician,married,secondary,no,494,-0.173288979,0.350434902,yes,no,cellular,2,feb,247,2,269,3,failure,no
191,60,services,married,secondary,no,292,-0.181054625,0.670451132,no,yes,cellular,2,feb,260,5,195,4,failure,no
192,32,admin.,single,tertiary,no,2004,1.396832518,0.759934112,no,no,cellular,2,feb,141,1,75,1,failure,no
193,37,management,single,tertiary,no,230,1.298872611,0.311266066,yes,yes,cellular,2,feb,120,2,272,1,failure,no
194,45,admin.,married,secondary,no,1214,2.886411533,0.544817646,yes,no,cellular,2,feb,150,2,189,2,failure,no
195,35,technician,married,tertiary,no,1526,1.493404474,-0.851538437,yes,no,cellular,2,feb,236,2,217,4,failure,no
196,56,entrepreneur,married,secondary,no,5838,0.373278734,0.649785661,no,no,cellular,2,feb,116,2,230,2,failure,no
197,31,technician,married,secondary,no,671,1.316500534,-0.73963804,no,no,cellular,2,feb,119,2,175,2,failure,no
198,57,technician,married,secondary,no,589,1.105892128,-0.175802444,yes,no,cellular,2,feb,223,1,76,4,failure,no
199,29,admin.,single,secondary,no,-498,-0.379480141,1.232916709,yes,no,cellular,2,feb,99,3,227,14,failure,no
200,38,admin.,single,secondary,no,569,1.727662036,1.483015833,yes,yes,cellular,2,feb,164,2,272,2,failure,no
201,34,technician,married,secondary,no,4,1.246142183,-0.27296514,yes,no,cellular,2,feb,105,2,263,1,failure,no
202,42,management,married,tertiary,no,477,0.295381836,0.15815368,yes,no,cellular,2,feb,413,2,242,3,failure,no
203,53,technician,married,secondary,no,598,0.920833168,0.825095866,no,no,cellular,2,feb,340,3,264,2,failure,no
204,57,retired,married,secondary,no,485,1.734487306,-0.597418897,no,no,cellular,2,feb,79,2,187,2,failure,no
205,41,blue-collar,divorced,primary,no,320,0.661235058,-0.670375191,yes,no,cellular,2,feb,844,2,252,1,failure,no
206,38,technician,married,secondary,no,581,0.42240545,-0.925613417,yes,no,cellular,2,feb,223,2,272,1,failure,no
207,46,blue-collar,married,secondary,no,-221,2.328129396,0.841492884,yes,yes,cellular,2,feb,219,2,244,1,failure,no
208,46,technician,married,secondary,no,317,0.318153751,-0.086455562,yes,yes,cellular,2,feb,24,7,250,1,failure,no
209,37,management,married,,no,247,-0.636695333,-0.828057721,no,no,cellular,2,feb,192,2,208,1,failure,no
210,35,admin.,married,secondary,no,287,0.278704655,1.402149978,yes,no,cellular,2,feb,115,3,245,8,failure,no
211,58,retired,divorced,secondary,no,8266,-0.297993408,-0.185392411,yes,no,cellular,2,feb,98,2,271,1,failure,no
212,46,technician,married,secondary,no,1028,0.771978487,-0.285903371,yes,no,cellular,2,feb,96,2,208,1,failure,no
213,35,admin.,married,secondary,no,220,-0.224716615,0.450333143,yes,no,cellular,2,feb,153,4,244,13,failure,no
214,37,technician,married,secondary,no,318,1.431573898,-0.889335558,no,no,cellular,2,feb,167,1,187,2,failure,no
215,31,management,single,tertiary,no,112,1.371224721,-0.129539869,yes,no,cellular,2,feb,159,2,271,1,failure,no
216,45,technician,married,secondary,no,0,0.574319509,-1.369995918,yes,yes,telephone,2,feb,111,2,208,1,failure,no
217,42,services,married,primary,no,124,0.67352242,0.136212043,yes,no,cellular,2,feb,164,2,262,2,failure,no
218,36,management,married,tertiary,no,806,-0.140049826,-0.180693075,yes,no,cellular,3,feb,106,2,259,1,failure,no
219,54,technician,divorced,secondary,no,0,0.705873783,0.831409283,yes,yes,cellular,3,feb,62,2,203,5,failure,no
220,49,management,divorced,tertiary,no,4961,2.544858496,-0.898120978,yes,no,cellular,3,feb,298,2,231,1,failure,no
221,47,services,married,secondary,no,1160,0.901097043,0.916246877,yes,no,cellular,3,feb,117,2,221,4,failure,no
222,36,services,single,secondary,no,774,1.721067112,-0.470172684,yes,no,cellular,3,feb,231,2,259,1,failure,no
223,33,management,married,tertiary,no,644,2.252041915,0.136411486,yes,yes,cellular,3,feb,124,2,271,2,failure,no
224,51,services,married,secondary,no,867,0.93949723,0.511698228,yes,no,cellular,3,feb,177,2,211,3,failure,no
225,32,services,married,secondary,no,414,0.855179663,-1.234295887,yes,no,cellular,3,feb,236,2,272,1,failure,no
226,50,housemaid,single,primary,no,1158,-0.374273688,-1.266971194,yes,no,cellular,3,feb,116,3,265,3,failure,no
227,37,housemaid,married,secondary,no,12939,0.053891709,0.859251491,yes,yes,cellular,3,feb,77,3,202,9,failure,no
228,35,services,married,secondary,no,1659,0.926509854,1.149794757,yes,no,cellular,3,feb,149,3,215,1,failure,no
229,50,technician,married,tertiary,no,199,1.514398345,-1.117165612,yes,yes,cellular,3,feb,116,2,253,1,failure,no
230,58,retired,married,primary,no,3401,1.31677244,0.140960841,yes,no,cellular,3,feb,84,3,265,2,failure,no
231,41,management,single,tertiary,no,572,0.530243845,0.844047391,yes,no,cellular,3,feb,419,2,271,2,failure,no
232,28,entrepreneur,married,tertiary,no,59,-0.693915426,-1.23736008,no,no,cellular,3,feb,330,3,190,6,failure,no
233,47,blue-collar,single,secondary,no,152,0.989600242,-0.038485479,yes,no,cellular,3,feb,193,3,271,4,failure,no
234,31,services,married,primary,no,997,0.18818399,-0.422883697,yes,no,cellular,3,feb,256,1,190,3,failure,no
235,35,admin.,single,secondary,no,0,-0.190855165,0.624555276,yes,no,cellular,3,feb,80,1,273,1,failure,no
236,32,blue-collar,married,secondary,no,4471,-0.219372493,1.529025445,yes,no,cellular,3,feb,197,1,270,2,failure,no
237,33,technician,single,tertiary,no,390,1.220483762,-0.162322697,yes,no,cellular,3,feb,161,1,256,1,failure,no
238,29,services,married,secondary,no,222,-0.394739236,-0.120650098,yes,no,cellular,3,feb,197,1,250,23,failure,no
